Year,Quarter,Workplace,VacancyCount,Headline
2022,1,Eskilstuna,277.0,"['Timanställd i Eskilstuna', 'Extraarbete som plockare på e-handel', 'Kassamedarbetare - Blomsterlandet, Eskilstuna', 'Deltidsuppdrag inom industri i Eskilstuna och Strängnäs', 'Studenter för extraarbete till Strängnäs', 'Studenter sökes för extrajobb inom lager i Eskilstuna!', 'Studenter sökes för extrajobb inom lager i Eskilstuna!', 'Studerande truckförare för uppdrag i Eskilstuna eller Strängnäs', 'Barnvakt Eskilstuna 2ggr/vecka – Kollektivavtal', 'Studenter sökes för extrajobb inom lager i Eskilstuna!', 'Sommarjobbare till våra kunder i Eskilstuna - DELTID', 'Produktionsledare till anstalten Hällby', 'Studenter sökes för extrajobb inom lager i Eskilstuna!', 'Sektionschef till Arbetsförmedlingen Södermanland', 'Är du studerande och vill arbeta extra på lager?', 'Studenter för extrajobb inom ekonomi, Eskilstuna', 'Barnvakt Eskilstuna 2 tillfällen per vecka, dagtid kl11-15  Kollektivavtal', 'Är du student och vill arbeta extra som terminalarbetare?', 'Kassamedarbetare - Blomsterlandet, Eskilstuna', 'Barnvakt Eskilstuna 2 tillfällen per vecka, dagtid kl11-15  Kollektivavtal', 'Personal till anstalten Hällbys arbetsdrift, sommarvikariat', 'Eventpersonal i Eskilstuna', 'Produktionsledare till anstalten Hällby', 'rekryterare (extrajobb) Eskilstuna', 'Extra arbete, industri', 'Best söker extrajobbare!', 'Lagermedarbetare på deltid till kund i Eskilstuna']"
2022,1,Eslöv,21.0,"['Brevbärare Eslöv, behovsanställning', 'Brevbärare Eslöv, behovsanställning', 'Extrajobb hos Orkla i Eslöv!', 'Studenter sökes för extraarbete i Eslöv', 'Extrajobb hos Orkla i Eslöv!', 'Familj söker nanny till Flyinge EXTRAJOBB', 'Familj söker nanny till Flyinge EXTRAJOBB', 'Studenter sökes för extraarbete i Eslöv', 'Extrajobb som lagermedarbetare i Eslöv', 'Barnvakt sökes till familj i Stehag EXTRAJOBB', 'Extrajobb hos Orkla i Eslöv!', 'Nanny sökes till Eslöv EXTRAJOBB', 'Familj söker nanny till Flyinge EXTRAJOBB', 'Eslövs kommuns söker dig som vill vara kontaktperson/ledsagare ', 'Studenter sökes för extraarbete i Eslöv']"
2022,1,Essunga,1.0,['Socialsekreterare Ekonomiskt bistånd -  SOMMARVIKARIAT']
2022,1,Falkenberg,48.0,"['Extrajobb studenter', 'Extrajobb inom lager och industri', 'Extrajobb studenter', 'Extrajobb som lagermedarbetare med containerlossning - Falkenberg', 'Extrajobb studenter', 'ARBETSVILLIGA TIMMISAR TILL VÅRA KUNDER I HALLANSOMRÅDET!', 'Är du student och vill arbeta inom industrin se hit', 'Extrajobb studenter', 'Aktivt extrajobb som lagermedarbetare och containerlossning - Falkenberg', 'Vi söker säljare på heltid och deltid!', 'Aktivitetshandledare till Daglig verksamhet timvikariat/sommar', 'Extrajobb studenter Falkenberg', 'Tentavakt sökes till Falkenberg', 'Fitness24Seven söker Timvikarierande Site Responsible till Varberg med o...', 'Sommarvikarie till Varbergsvägen DV och till Triadens DV', 'Ditt extrajobb som lagermedarbetare och containerlossning - Falkenberg', 'Extrajobb studenter Falkenberg']"
2022,1,Falköping,22.0,"['Extrajobb inom industri! ', 'Extrajobb inom industrin i Falköping!', 'Arbetsmarknadskonsult till Effektiv Matchning', 'Extrajobb inom industri! ']"
2022,1,Falun,79.0,"['Extrajobb för studenter till industriföretag', 'Vaccina söker undersköterska som vill jobba extra i Falun', 'Lagerarbetare till Förlagssystem i Falun | Extrajobb', 'Lagerarbetare till Förlagssystem i Falun | Extrajobb', 'Brevbärare Falun, behovsanställning', 'Retail House söker Merchandiser extra personal!', 'Sektionschef till enheten Granskning och Kontroll i Falun', 'Vi söker säljare på heltid och deltid!', 'Vi söker säljare på heltid och deltid!', 'Verksamhetssamordnare till enheten Granskning och Kontroll, Falun', 'Sjuksköterska för vaccinering i Falun', 'Sjuksköterska för vaccinering i Falun']"
2022,1,Finspång,1.0,['Vi söker medarbetare till daglig verksamhet i Doverstorp']
2022,1,Flen,6.0,['Distributörer till Sommaren i Flen']
2022,1,Forshaga,2.0,['Vi söker säljare på heltid och deltid!']
2022,1,Gislaved,7.0,"['Nattjänst till HVB-hem Kastanjegården i Reftele', 'Jobba tillsammans med oss i sommar!']"
2022,1,Gnesta,10.0,"['Distributörer till Sommaren i Gnesta', 'Barnvakt Gnesta Sporadiskt - Kollektivavtal', 'Barnvakt Gnesta Sporadiskt - Kollektivavtal', 'Barnvakt Gnesta Sporadiskt - Kollektivavtal', 'Barnvakt Gnesta Sporadiskt - Kollektivavtal']"
2022,1,Gotland,18.0,"['Socionom/ socialpedagog sökes till HVB Huvudgården', 'Digitaliseringssamordnare', 'Distributör i Visby', 'Distributörer till sommaren Gotland']"
2022,1,Grums,4.0,"['Brevbärare Grums, behovsanställning', 'Vi söker säljare på heltid och deltid!']"
2022,1,Grästorp,32.0,"['Semestervikarier till LSS-verksamheten', 'Vi söker säljare på heltid och deltid!']"
2022,1,Gullspång,4.0,"['Vi söker säljare på heltid och deltid!', 'Vi söker säljare på heltid och deltid!']"
2022,1,Gällivare,5.0,"['Distributörer, Gällivare - semestervikariat', 'Stödassistent till Hökens dagliga verksamhet']"
2022,1,Gävle,71.0,"['Studerande kundassistenter till Gavlegårdarna, Gävle', 'Fälttekniker sökes för deltidsjobb i Gävle', 'Chaufför (B) Gävle, behovsanställning', 'Extra Lagermedarbetare i Gävle', 'Extrajobb som B-chaufför', 'Varuplockare sökes till matbutiker i Gävle/Sandviken', 'Retail House söker personal kvantum kök!', 'Varuplockare sökes till matbutiker i Gävle/Sandviken', 'Extrajobb som B-chaufför', 'Utvecklande extrajobb som jobbcoach!', 'Eventpersonal i Gävle', 'Lokalvårdare vid behov och sommarvikariat till Coor på Gävle sjukhus', 'CE-Chaufförer Gävle', 'Söker du ett administrativt extrajobb och är noggrann och effektiv? Se hit!', 'Sjuksköterska för vaccinering i Gävle', 'Retail House söker Matinspiratörer! ', 'Sjuksköterska för vaccinering i Gävle', 'Vår kund söker Extrapersonal i Gävle', 'Sjuksköterska för vaccinering i Gävle', 'Sjuksköterska för vaccinering i Gävle', 'Varuplockare sökes till matbutiker i Gävle/Sandviken', 'Sjuksköterska för vaccinering i Gävle', 'Utvecklande extrajobb som jobbcoach!']"
